"No.","Time","Source","Destination","Protocol","Length","Info"
"6079","171.206548","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6085","171.206619","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6100","171.206827","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6119","171.207059","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6125","171.207131","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6146","171.207392","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6152","171.207461","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6165","171.207609","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6178","171.207760","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6198","171.207989","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6204","171.208057","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6212","171.208167","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6222","171.208326","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6228","171.208395","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6240","171.208531","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6253","171.208684","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6265","171.208822","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6271","171.208890","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6287","171.209074","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6295","171.209169","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6301","171.209237","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6311","171.209350","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6317","171.209418","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6340","171.209695","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6346","171.209763","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6360","171.209924","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6370","171.210035","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6383","171.210189","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6389","171.210256","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6403","171.210416","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6413","171.210532","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6419","171.210599","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6432","171.210749","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6443","171.210875","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6456","171.211027","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6462","171.211094","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6475","171.211242","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6485","171.211357","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6491","171.211426","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6499","171.211517","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6505","171.211585","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6515","171.211698","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6528","171.211849","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6534","171.211917","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6550","171.212103","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6556","171.212171","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6572","171.212350","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6580","171.212444","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6586","171.212512","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6599","171.212664","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6611","171.212803","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6625","171.212965","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6631","171.213043","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6643","171.213194","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6653","171.213306","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6659","171.213375","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6667","171.213477","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6673","171.213544","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6685","171.213682","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6696","171.213808","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6702","171.213877","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6723","171.214120","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6729","171.214187","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6739","171.214300","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6749","171.214417","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6755","171.214486","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6765","171.214598","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6771","171.214668","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6780","171.214775","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6792","171.214927","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6798","171.214998","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6813","171.215181","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6823","171.215301","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6829","171.215372","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6836","171.215454","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6842","171.215539","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6852","171.215658","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6863","171.215785","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6869","171.215853","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6890","171.216093","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6896","171.216163","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6915","171.216395","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6921","171.216466","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6941","171.216703","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6947","171.216770","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6959","171.216911","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6971","171.217053","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6985","171.217216","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6991","171.217283","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7009","171.217506","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7015","171.217579","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7027","171.217719","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7037","171.217840","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7043","171.217908","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7054","171.218086","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7065","171.218279","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7081","171.218549","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7087","171.218654","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7093","171.218766","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7102","171.218921","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7116","171.219157","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7126","171.219333","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7136","171.219504","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7155","171.219854","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7161","171.219957","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7173","171.220170","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7179","171.220273","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7189","171.220443","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7201","171.220656","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7207","171.220758","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7222","171.221023","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7232","171.221194","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7243","171.221388","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7249","171.221491","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7261","171.221701","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7273","171.221919","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7279","171.222023","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7291","171.222230","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7301","171.222400","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7307","171.222511","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7315","171.222668","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7321","171.222791","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7331","171.222979","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7348","171.223286","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7354","171.223391","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7367","171.223625","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7373","171.223729","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7393","171.224080","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7399","171.224183","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7414","171.224478","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7422","171.224621","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7428","171.224723","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7435","171.224841","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7445","171.225018","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7451","171.225126","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7462","171.225320","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7468","171.225425","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7489","171.225789","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7495","171.225896","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7507","171.226112","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7513","171.226218","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7523","171.226402","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7532","171.226558","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7547","171.226823","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7563","171.227100","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7569","171.227206","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7582","171.227445","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7592","171.227616","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7611","171.227948","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7617","171.228054","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7630","171.228285","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7636","171.228390","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7654","171.228702","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7664","171.228880","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7680","171.229155","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7686","171.229259","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7699","171.229493","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7705","171.229596","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7715","171.229782","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7731","171.230060","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7737","171.230163","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7750","171.230395","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7756","171.230498","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7775","171.230831","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7781","171.230934","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7797","171.231219","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7803","171.231322","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7813","171.231494","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7820","171.231617","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7830","171.231793","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7836","171.231900","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7849","171.232124","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7855","171.232232","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7871","171.232513","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7881","171.232690","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7901","171.233049","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7907","171.233154","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7917","171.233326","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7923","171.233433","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7933","171.233612","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7940","171.233732","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7950","171.233911","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7956","171.234014","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7968","171.234225","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7974","171.234329","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"7990","171.234609","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8005","171.234868","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8018","171.235102","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8024","171.235204","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8035","171.235398","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8041","171.235504","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8051","171.235683","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8068","171.235983","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8074","171.236086","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8085","171.236281","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8091","171.236391","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8101","171.236571","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8111","171.236743","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8117","171.236848","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8135","171.237166","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8143","171.237309","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8149","171.237413","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8162","171.237637","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8168","171.237741","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8183","171.238012","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8189","171.238115","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8207","171.238429","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8217","171.238607","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8234","171.238909","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8240","171.239012","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8253","171.239238","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8259","171.239350","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8269","171.239523","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8278","171.239691","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8287","171.239849","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8293","171.239953","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8305","171.240169","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8311","171.240271","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8328","171.240568","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8338","171.240739","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8356","171.241055","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8362","171.241160","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8374","171.241373","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8380","171.241475","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8397","171.241771","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8408","171.241968","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8427","171.242300","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8433","171.242407","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8444","171.242600","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8450","171.242704","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8476","171.243170","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8492","171.243463","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8502","171.243642","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8508","171.243748","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8521","171.243983","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8527","171.244090","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8544","171.244396","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8567","171.244796","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8577","171.244973","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8592","171.245239","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"8602","171.245407","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
